LotArea,OverallQual,YearBuilt,GrLivArea,FullBath,GarageCars,SalePrice
10312,5,2011,2901,2,2,793996
8320,7,1984,3563,2,2,971570
9132,3,1968,2272,1,1,573723
10891,2,1979,2460,2,1,558548
13700,6,1974,3280,2,2,898137
5779,2,1989,2103,1,2,476273
3924,3,1963,1208,2,0,387677
14148,6,1975,3827,2,0,907800
4581,5,1971,1150,1,1,487580
10714,8,1997,3371,1,1,973259
6324,9,2000,1446,1,0,694934
8713,3,1952,1160,2,2,420608
10026,3,1991,2646,2,1,624377
3255,3,1968,3135,1,2,710014
7804,6,1977,2829,1,0,764285
4838,1,1994,2950,2,1,543357
13136,7,2020,1632,1,1,688734
3009,1,2012,1199,1,0,257320
5871,5,1968,2746,1,1,731890
11989,8,1996,3874,2,0,1045879
10409,4,1963,2538,2,1,655269
10418,5,1987,2874,2,0,723927
8124,4,2002,2701,2,1,682709
4015,4,2010,1051,2,2,415596
13016,8,1985,904,2,2,611775
14328,2,1989,961,1,2,338661
5193,1,1979,2679,2,1,497817
11415,3,1958,3338,2,1,695437
10449,9,2013,1373,1,2,746272
7158,4,1982,583,2,2,365074
6925,5,2001,1922,2,0,594134
9970,2,1963,3301,1,0,656595
9938,4,2002,3175,1,0,742651
7784,2,2008,3680,1,2,744510
7000,2,1990,720,2,2,288957
4633,4,2017,3100,1,2,739730
13344,6,2017,1891,2,0,658814
10266,7,1957,3718,2,1,971881
11702,3,1951,611,2,2,347119
3384,3,1990,1114,2,1,370993
3404,6,2004,2081,1,1,673716
11175,3,1965,3471,1,1,718596
5000,2,2011,974,2,0,272474
13948,8,1997,3383,1,1,959121
12860,5,1979,2413,2,2,705058
8989,1,1961,770,2,0,204507
4460,3,1984,2968,2,2,662565
10190,8,1960,2420,1,2,871854
10140,4,2013,3254,2,0,723025
6636,7,1999,1890,2,2,717877
13916,2,1970,3851,1,2,759150
7809,7,2018,3854,1,0,959678
7178,5,1997,539,1,2,396563
10245,5,1969,2482,1,1,699993
9600,6,2016,2736,2,2,785404
8997,9,1993,3735,1,1,1062870
5048,6,1982,1493,2,2,602178
7780,8,2010,2512,1,0,800311
3716,7,1958,3083,1,0,826331
10939,9,2017,3575,1,2,1067193
8565,4,1984,789,1,0,371447
7544,2,2014,2980,1,2,641624
7976,7,1957,3018,1,0,827782
13015,6,1994,3752,2,1,932654
13273,1,1996,3819,1,2,730797
6419,9,1989,3175,1,1,996081
10239,9,2003,778,1,1,639053
12766,2,1995,3424,1,2,728880
3249,3,1996,1080,2,1,344552
11865,5,1964,1362,1,2,552303
13357,5,1968,753,1,1,451485
3770,1,1975,680,1,2,248057
7363,8,2001,1180,1,2,642558
13176,8,1971,1324,2,0,654622
4077,4,1970,1199,1,2,477116
11427,7,2000,3113,2,2,902656
11580,3,1987,1849,1,1,494130
14229,6,1969,1880,2,2,678765
10901,9,1978,2173,2,0,845303
7858,1,2000,3227,1,1,571317
13040,5,1953,2938,1,1,784702
9544,4,2004,2138,2,0,567600
7719,8,2020,2457,2,1,817787
5814,1,1977,3656,1,1,656340
6374,9,1953,3888,2,1,1105568
14470,6,1971,711,2,1,457039
4252,4,1994,2038,2,0,538630
9996,9,2016,883,1,0,637869
7673,5,2015,2214,2,1,657723
13314,5,1983,841,2,1,454329
7530,5,2004,2338,2,0,640037
13342,1,1950,2487,1,0,485223
9881,1,2021,1343,1,0,316424
9949,8,1987,3609,2,1,990885
12521,8,1955,2034,1,1,793400
9241,6,1974,919,2,2,532025
11017,4,1966,3298,1,0,726558
9941,2,2010,3740,1,1,727832
12550,2,1961,2488,2,0,521788
10002,9,1955,2432,1,1,893812
13674,5,1976,3914,1,0,914112
13209,4,1957,2349,1,1,598983
4331,1,2014,805,2,2,259479
7261,7,2006,3249,1,2,903395
10648,3,1989,1368,1,0,386860
12550,6,1963,3084,2,1,810853
8115,5,1984,1635,1,1,555314
7637,5,1997,1934,1,0,589848
7854,5,2005,705,1,1,434524
6177,1,1998,3756,1,0,660089
10730,1,1962,3953,1,1,694810
13320,3,2010,995,2,0,336235
5180,4,1998,3950,2,1,856756
7892,5,1995,3618,1,0,828378
10043,2,2011,2409,1,1,530335
3137,8,1957,3051,1,2,944559
9327,2,1992,1545,2,1,398633
6472,9,1969,712,2,0,575327
8449,2,1988,809,1,2,283145
5832,9,1998,3208,1,1,968865
6579,7,2013,2491,2,2,820689
8971,8,2011,3300,1,1,937509
14223,2,2003,771,2,2,293367
7164,7,1958,2322,2,0,759744
13785,6,1986,3485,1,1,882023
10941,4,1998,3773,2,1,821161
8569,7,1990,2579,1,0,789497
7300,4,1966,942,1,2,402156
9269,2,1970,2709,1,0,525116
6818,7,2000,3314,1,0,885482
4906,8,2008,753,1,2,579440
9254,2,1988,1020,1,0,308560
3760,5,2004,1476,2,1,544952
10830,1,1990,509,2,1,214168
10350,7,1988,3273,2,1,904835
9238,8,1962,3052,2,0,909962
9090,6,2013,3332,1,1,849425
14637,5,1960,2083,2,1,644990
9031,6,1968,2983,2,1,788321
10687,2,1960,1634,2,1,424203
12091,1,1995,652,1,1,233767
14139,7,1994,2158,2,1,758525
12911,7,1950,3464,1,0,938240
11472,2,1989,3416,2,1,690230
14458,2,1968,3673,1,1,706257
4887,1,2021,3300,1,2,594919
6266,8,2021,2356,2,0,779861
3666,8,2010,1714,1,0,688758
7188,1,1961,2252,1,0,432167
3671,8,2010,3110,2,0,921527
13161,9,1982,1604,2,1,774255
9777,4,1994,3036,2,1,711530
14314,1,2018,1394,1,2,367133
10570,1,1957,1611,1,2,381254
10956,3,1974,3765,1,0,744905
8124,5,1995,603,2,2,428299
8585,5,1979,3667,1,2,859630
7777,9,1996,3994,1,0,1066474
6900,2,1998,2414,1,0,511189
9677,2,1996,3769,1,2,763354
9981,6,1967,3572,1,1,910397
9376,9,2015,1506,1,2,742117
3523,1,2017,906,1,2,265385
5393,9,1982,1901,2,1,793250
14309,9,1985,666,2,1,642747
5593,9,1968,1008,2,0,631969
13160,5,1977,2161,1,0,627625
12945,9,1989,2860,1,2,983761
10240,4,1964,3989,2,1,851027
9937,2,1990,1262,1,0,338685
13488,6,1988,1180,2,2,559400
9190,4,1951,3024,1,1,740801
8240,6,2012,2620,1,2,749720
13453,3,1978,1664,2,0,431137
13478,6,2015,1081,2,0,498705
9493,2,2000,761,2,1,297598
5878,2,1959,1863,2,2,455864
7143,9,1963,1831,2,1,796781
6644,7,2000,2792,1,0,814662
7432,3,1988,2038,1,0,507100
13247,1,1977,3908,1,2,744604
4276,8,1952,1060,2,2,615547
8811,6,2019,1599,2,2,622658
13958,7,1976,2403,2,1,787611
3302,9,1951,674,2,2,620517
3638,5,1987,2656,2,2,708952
3055,1,1952,2730,2,0,485599
11717,7,1965,691,1,0,489830
11150,5,1989,564,1,2,441143
5125,3,1951,3510,1,2,745307
14479,9,1990,1997,1,0,806568
3364,1,1961,3671,1,2,653946
9809,1,1984,2067,2,1,435037
7621,1,2014,3411,2,1,615933
8126,3,2004,1651,2,1,439982
8122,6,1994,2437,2,2,735648
4646,3,2011,868,2,0,291651
3918,8,1998,1350,2,2,677361
5797,2,1974,542,1,2,273975
9506,9,1972,2407,2,0,834430
8870,3,1973,3990,2,0,800325
4531,5,1987,3035,2,0,741406
11172,8,1977,577,2,1,574934
6345,2,1970,3373,1,2,659870
10673,6,2003,2324,1,0,687463
9949,5,1967,1793,2,2,602839
9882,9,1985,1173,1,1,667015
4906,5,1994,1200,1,1,488422
6086,2,2002,1258,2,0,316799
11152,5,1979,2423,2,0,670432
8750,4,2009,3275,2,2,773216
13267,7,1981,3886,2,0,974338
11905,6,2016,3472,2,2,925485
4062,2,2016,1401,1,0,344355
4976,5,1977,3436,2,2,839706
4296,7,1993,1492,2,2,650153
9229,7,1990,1691,2,2,680408
10641,5,2012,2886,1,2,773673
3125,9,1972,2740,2,1,922775
7632,4,1997,1976,2,2,578196
9288,3,1981,2830,2,0,599540
6596,4,2006,3907,1,1,835804
14475,5,1982,889,2,1,474156
9168,6,1973,1499,2,2,631078
